mass,recclass,year,reclat,reclong
41.2,L6,1986,-84.249420,161.429110
1.1,LL5,1987,-84.345410,161.477800
8.800000000000001,LL6,1987,-84.253640,161.359080
14,H5,1987,-84.254030,161.403010
4026.6,H5,1987,-84.283330,161.083330
7986.5,H5,1987,-84.283330,161.083330
1315.1,H5,1987,-84.347040,161.349550
1581.8,H6,1987,-84.340300,161.402920
1264.2,H5,1987,-84.283330,161.083330
734.8,H5,1987,-84.283330,161.083330
413.3,L6,1987,-84.378040,161.124750
224.5,L6,1987,-84.348190,161.363590
232.2,H5,1987,-84.283330,161.083330
428.2,L6,1987,-84.355580,161.306810
309.39999999999998,H6,1987,-84.353630,161.359330
418.2,L6,1987,-84.348660,161.395990
181.6,H5,1987,-84.272650,161.717940
212.1,L6,1987,-84.367760,161.258170
201.8,H5,1987,-84.283330,161.083330
534.79999999999995,H6,1987,-84.346290,161.289530
245.1,L6,1987,-84.367340,161.252710
440.2,L6,1987,-84.366280,161.201420
455.7,H6,1987,-84.353170,161.425880
277.60000000000002,H6,1987,-84.350730,161.321620
309.7,L4,1987,-84.353380,161.357770
129.69999999999999,H6,1987,-84.346820,161.321870
2.8,H6,1987,-84.253880,161.480600
5.8,H5,1987,-84.254270,161.471070
150,H6,1987,-84.380520,162.039640
7.3,L6,1987,-84.253950,161.353380
13.2,H5,1987,-84.346270,161.468620
0.8,H6,1987,-84.347810,161.482510
14,L6,1987,-84.260020,161.364960
24,L6,1987,-84.254240,161.360280
25,H6,1987,-84.253970,161.373940
6.1,L5,1987,-84.253300,161.388040
7.2,L6,1987,-84.254290,161.386600
30.1,H6,1987,-84.254850,161.385060
10.3,L6,1987,-84.254150,161.386110
2.6,L5,1987,-84.255010,161.433140
5.3,LL6,1987,-84.253880,161.389580
11.1,L6,1987,-84.254180,161.389860
13.3,H5,1987,-84.253880,161.374250
12.8,H5,1987,-84.254400,161.391240
13.7,H5,1987,-84.252970,161.383590
51.7,H6,1987,-84.253150,161.371590
8.4,H5,1987,-84.254350,161.385850
6.2,H6,1987,-84.252970,161.383620
5.2,H5,1987,-84.253200,161.380910
10.6,H5,1987,-84.254040,161.383670
24.3,H5,1987,-84.253300,161.390640
14.3,H5,1987,-84.253310,161.389680
82.9,L6,1987,-84.253930,161.383840
8.5,H5,1987,-84.253610,161.370720
9.300000000000001,H5,1987,-84.254420,161.367570
8,H5,1987,-84.254280,161.384540
23,H5,1987,-84.253190,161.395340
12.7,H4,1987,-84.253840,161.400190
6.8,H5,1987,-84.254770,161.412710
12.5,L6,1987,-84.340500,161.395290
4,H6,1987,-84.344360,161.467490
15.3,H6,1987,-84.344260,161.410920
2.6,L6,1987,-84.340260,161.403090
75.3,H5,1987,-84.350640,161.386140
2.6,H6,1987,-84.344940,161.412950
4.3,H5,1987,-84.344360,161.467480
11.6,H5,1987,-84.254290,161.398430
2.4,H5,1987,-84.253090,161.400770
0.6,H6,1987,-84.345270,161.304340
15.8,H6,1987,-84.253690,161.409460
9.6,H6,1987,-84.341840,161.405390
15.9,H6,1987,-84.254030,161.396330
81.599999999999994,H6,1987,-84.344340,161.378060
20.399999999999999,L6,1987,-84.254230,161.398170
7.3,H5,1987,-84.253120,161.393550
12.3,H5,1987,-84.253280,161.405960
8,L5,1987,-84.254690,161.410200
97.8,L6,1987,-84.363260,161.266070
3.1,L6,1987,-84.365380,161.369750
30.4,H6,1987,-84.253210,161.395720
6.6,H5,1987,-84.254190,161.408370
6.7,H6,1987,-84.253770,161.400020
27.2,L6,1987,-84.365890,161.184160
6.3,L6,1987,-84.253850,161.400950
3.8,H5,1987,-84.254600,161.419000
2.1,L6,1987,-84.253280,161.420770
43.9,LL6,1987,-84.253560,161.409790
3.7,H6,1987,-84.253970,161.439400
4.3,H6,1987,-84.254890,161.460720
15.8,L6,1987,-84.253630,161.468330
12.7,H6,1987,-84.253440,161.439180
18.5,H5,1987,-84.253660,161.414270
10.199999999999999,L5,1987,-84.254760,161.455240
2.4,L4,1987,-84.254230,161.449680
9.6,H6,1987,-84.254110,161.428810
11,L6,1987,-84.254260,161.455190
4,H5,1987,-84.254350,161.416020
20.7,L4,1987,-84.253590,161.409150
4.9,H6,1987,-84.253450,161.416610
2.4,H5,1987,-84.254530,161.427630
7.7,LL6,1987,-84.254430,161.416960
7.9,H6,1987,-84.355730,161.357200
4.1,H6,1987,-84.359340,161.373220
112.9,L6,1987,-84.349340,161.324190
22.3,H5,1987,-84.272420,161.720120
9.699999999999999,L6,1987,-84.345280,161.378650
2,LL6,1987,-84.346460,161.327240
5.7,L4,1987,-84.362450,161.374310
2.1,L6,1987,-84.342350,161.260950
16.8,H5,1987,-84.346660,161.273970
21.5,LL6,1987,-84.355800,161.306290
0.6,L6,1987,-84.345180,161.305750
34.1,L6,1987,-84.362070,161.371960
61.4,H6,1987,-84.358500,161.394910
54,H5,1987,-84.360250,161.228180
0.5,L5,1987,-84.343830,161.377020
19.399999999999999,H5,1987,-84.348530,161.325020
28.9,L6,1987,-84.365080,161.374780
0.3,LL6,1987,-84.346340,161.250890
0.6,H5,1987,-84.345250,161.378660
20,H6,1987,-84.341760,161.243300
35.299999999999997,H5,1987,-84.348080,161.324390
0.3,H5,1987,-84.357030,161.362910
0.7,L6,1987,-84.346530,161.341140
122.7,L6,1987,-84.367770,161.299760
169.8,L6,1987,-84.369760,161.225360
0.2,L6,1987,-84.346640,161.327820
95.6,H5,1987,-84.354320,161.199740
93.2,H5,1987,-84.354000,161.383060
45.1,L6,1987,-84.347900,161.443100
101.5,L6,1987,-84.352310,161.201660
127.4,L6,1987,-84.354360,161.135180
34.200000000000003,H6,1987,-84.346740,161.329790
12.2,H5,1987,-84.344340,161.468080
4.9,L6,1987,-84.274650,161.404750
36.6,H4,1987,-84.271620,161.389520
38.299999999999997,LL6,1987,-84.283330,161.083330
60.1,L6,1987,-84.348580,161.406910
57.9,H5,1987,-84.273450,161.702530
47.2,H5,1987,-84.273390,161.700390
5.4,H5,1987,-84.273290,161.701850
27.4,H5,1987,-84.273370,161.702740
6.3,L6,1987,-84.272470,161.719670
11,H5,1987,-84.272500,161.717050
30.6,H6,1987,-84.272550,161.718000
24.1,H5,1987,-84.253660,161.406340
6.7,H5,1987,-84.273320,161.700610
24,L6,1987,-84.283330,161.083330
24.6,L6,1987,-84.272500,161.719750
57.7,H6,1987,-84.348810,161.447190
22.1,H5,1987,-84.346750,161.322050
83.3,L6,1987,-84.379970,161.182020
10.4,H5,1987,-84.273570,161.695590
47.2,H5,1987,-84.273220,161.703560
113.7,L6,1987,-84.273570,161.696010
17.100000000000001,H4,1987,-84.384070,162.092830
19.5,H5,1987,-84.273200,161.699240
20.8,H5,1987,-84.272570,161.716450
20.7,H6,1987,-84.273590,161.694980
47.7,H5,1987,-84.273410,161.702620
51.3,H5,1987,-84.272600,161.716320
6.3,H5,1987,-84.272340,161.720480
40.200000000000003,H4,1987,-84.273420,161.698470
53.6,H4,1987,-84.345240,161.410050
119.5,H5,1987,-84.372400,161.105900
7.7,H6,1987,-84.272600,161.716410
56.1,H4,1987,-84.342230,161.422080
26.3,H5,1987,-84.272940,161.710180
7.3,H5,1987,-84.272650,161.716790
25.6,H5,1987,-84.272840,161.713440
0.8,L6,1987,-84.345130,161.305760
21.5,H5,1987,-84.272420,161.719020
15.1,H6,1987,-84.344110,161.194580
51.9,H5,1987,-84.272680,161.717560
149.30000000000001,L6,1987,-84.364190,161.320610
9.1,H5,1987,-84.272970,161.710390
1.1,L6,1987,-84.373200,161.202890
2.4,H6,1987,-84.357000,161.364430
175.1,H6,1987,-84.356320,161.329180
75.099999999999994,H6,1987,-84.355160,161.368640
36.6,H5,1987,-84.272810,161.712900
1.1,LL6,1987,-84.344170,161.466000
23.5,H5,1987,-84.272750,161.715940
3.6,L6,1987,-84.342210,161.393470
44.3,H5,1987,-84.272880,161.712930
17.3,H5,1987,-84.272830,161.712700
34.799999999999997,H5,1987,-84.272810,161.712920
35.6,L6,1987,-84.353820,161.429450
27.5,H5,1987,-84.359910,161.166570
31.3,H5,1987,-84.341870,161.393520
67.599999999999994,L6,1987,-84.358640,161.395230
0.7,LL6,1987,-84.344170,161.465990
0.6,L6,1987,-84.346040,161.312730
3.9,H6,1987,-84.273030,161.707910
39.700000000000003,H5,1987,-84.272610,161.716090
6.6,H5,1987,-84.272400,161.719030
13.5,H6,1987,-84.272490,161.717930
55,H5,1987,-84.272340,161.720470
9.6,H5,1987,-84.342490,161.255220
37,H5,1987,-84.272470,161.718060
89.1,H5,1987,-84.272710,161.715230
15.9,H5,1987,-84.272690,161.714600
67.5,H6,1987,-84.347190,161.404230
3.4,L6,1987,-84.346800,161.344200
9.4,H6,1987,-84.272510,161.718620
5,H6,1987,-84.351400,161.376620
91.1,H5,1987,-84.273260,161.704940
55.4,H5,1987,-84.272590,161.717620
25.3,H5,1987,-84.272500,161.717770
42.2,H5,1987,-84.272510,161.717660
3.6,H5,1987,-84.272500,161.717750
48.2,H6,1987,-84.272580,161.717170
34.200000000000003,H5,1987,-84.272640,161.716230
7.7,H5,1987,-84.272620,161.715960
11.7,H5,1987,-84.272580,161.716250
89.5,H5,1987,-84.272620,161.717560
31.4,H5,1987,-84.272490,161.718140
80,LL6,1987,-84.361950,161.291810
2.6,H5,1987,-84.272890,161.712400
24.9,L4,1987,-84.273070,161.708010
41,H5,1987,-84.272510,161.717890
33.299999999999997,H5,1987,-84.272400,161.718450
3.9,H5,1987,-84.272930,161.710500
22.5,H5,1987,-84.272700,161.714810
8.800000000000001,H5,1987,-84.272550,161.716200
30.4,L6,1987,-84.373580,161.123550
20.6,H5,1987,-84.272360,161.718260
61.4,H5,1987,-84.272890,161.712340
0.8,H6,1987,-84.345510,161.310210
219.1,H5,1988,-84.276040,161.341510
466.5,H5,1988,-84.277440,161.640440
528.20000000000005,L6,1988,-84.283330,161.083330
308,L6,1988,-84.250980,161.403320
263.89999999999998,L6,1988,-84.243970,161.424970
215.1,L6,1988,-84.287930,161.322570
238,H4,1988,-84.232240,161.578170
107.3,H4,1988,-84.232020,161.576460
731,H4,1988,-84.266790,161.336740
1274.3,H5,1988,-84.249740,161.383590
23.1,H5,1988,-84.251640,161.398970
31.4,H5,1988,-84.246890,161.529390
9,H5,1988,-84.250770,161.401990
10.9,H5,1988,-84.246710,161.461140
6.7,H6,1988,-84.251320,161.401330
10.6,H5,1988,-84.236720,161.527600
35.200000000000003,H5,1988,-84.243490,161.416740
6.1,L6,1988,-84.243700,161.418930
11.2,L5,1988,-84.246920,161.459520
7.3,H5,1988,-84.251520,161.393530
6.1,H5,1988,-84.250820,161.403180
4.1,H5,1988,-84.251550,161.397490
3.8,H5,1988,-84.245380,161.469890
4.2,L6,1988,-84.245540,161.500520
14.9,L6,1988,-84.243850,161.424250
10.6,H5,1988,-84.250980,161.404650
9.199999999999999,L6,1988,-84.246260,161.467640
7,H6,1988,-84.245330,161.424080
8.300000000000001,L6,1988,-84.243340,161.425800
7.9,L5,1988,-84.247120,161.454280
3.6,H6,1988,-84.245680,161.444700
5.5,H5,1988,-84.245530,161.433850
6.8,H5,1988,-84.247930,161.478280
3.9,H6,1988,-84.246220,161.474990
1.9,L6,1988,-84.243200,161.424010
6.2,H6,1988,-84.250920,161.403930
7.2,H5,1988,-84.251740,161.403530
0.5,H5,1988,-84.245070,161.448970
6.3,H5,1988,-84.250850,161.394770
6.1,H5,1988,-84.251730,161.395640
3,L6,1988,-84.251520,161.398550
8.4,H5,1988,-84.246340,161.452730
66.7,L6,1988,-84.245090,161.491370
10.8,L6,1988,-84.251680,161.401490
24.6,L6,1988,-84.242920,161.426430
2.3,L6,1988,-84.245780,161.439600
8.9,H5,1988,-84.247190,161.479060
22.8,L6,1988,-84.245360,161.450550
28.9,H5,1988,-84.245270,161.406060
9.1,H5,1988,-84.244730,161.415120
7.5,L6,1988,-84.244030,161.432030
11.5,L6,1988,-84.252650,161.415430
8,L4,1988,-84.244990,161.418250
3.5,L6,1988,-84.244980,161.407530
5.5,H6,1988,-84.245390,161.451500
8.300000000000001,H6,1988,-84.252700,161.413260
32.6,H6,1988,-84.252700,161.419480
3.2,L6,1988,-84.244890,161.414210
2.2,H6,1988,-84.253060,161.390090
6.9,L6,1988,-84.245410,161.447520
4.2,H6,1988,-84.244900,161.423590
20.6,H6,1988,-84.244960,161.406610
9.699999999999999,L5,1988,-84.245460,161.420120
7,H5,1988,-84.244110,161.421070
11,H5,1988,-84.252740,161.388930
11.5,H5,1988,-84.252140,161.397760
27.2,L6,1988,-84.252860,161.394160
7.9,H6,1988,-84.245130,161.405000
36.200000000000003,H6,1988,-84.252850,161.404810
7.3,H5,1988,-84.245130,161.417360
4.4,H6,1988,-84.244730,161.429590
14.3,L6,1988,-84.252450,161.402470
25.5,H5,1988,-84.244900,161.412440
7.7,L5,1988,-84.252220,161.409510
7.8,H6,1988,-84.252340,161.417250
3.5,H5,1988,-84.252670,161.389540
11.9,H5,1988,-84.252160,161.383670
3.8,H5,1988,-84.252080,161.405620
12.3,H6,1988,-84.252640,161.395600
11.9,H6,1988,-84.252840,161.384650
5.2,H5,1988,-84.252630,161.406540
9.1,H5,1988,-84.252560,161.405720
12.3,L6,1988,-84.252340,161.397050
7,H5,1988,-84.251920,161.400800
21.6,H6,1988,-84.251120,161.406290
10.9,H6,1988,-84.252590,161.369450
3.8,L6,1988,-84.235220,161.479540
11.9,H6,1988,-84.246750,161.422070
9.5,H5,1988,-84.252830,161.377540
19.600000000000001,H6,1988,-84.255330,161.401580
9,H5,1988,-84.255360,161.402180
12.6,L5,1988,-84.276980,161.353000
19.8,L5,1988,-84.252480,161.380690
33.700000000000003,H6,1988,-84.251640,161.378290
25.2,H5,1988,-84.274450,161.408480
9.9,L4,1988,-84.252430,161.371080
7.4,L6,1988,-84.274480,161.402460
9.300000000000001,H5,1988,-84.253300,161.407590
17,H5,1988,-84.253320,161.394630
73.099999999999994,H5,1988,-84.251510,161.367800
7.1,H5,1988,-84.253250,161.394310
11.1,L6,1988,-84.251830,161.375090
39.4,H6,1988,-84.252440,161.357210
32.1,H5,1988,-84.251670,161.366640
8.300000000000001,H5,1988,-84.275780,161.410660
3.8,L6,1988,-84.252560,161.365770
4.3,LL6,1988,-84.254530,161.382730
23.4,L6,1988,-84.252800,161.374710
3.8,H5,1988,-84.274730,161.408130
8.800000000000001,H5,1988,-84.253030,161.403100
3.4,H6,1988,-84.267790,161.408280
17.899999999999999,H6,1988,-84.234270,161.605030
4.9,H5,1988,-84.250480,161.442100
4.5,H6,1988,-84.277190,161.384040
7.1,H5,1988,-84.283330,161.083330
3.5,L5,1988,-84.241900,161.438900
5.7,L6,1988,-84.245260,161.389720
34.6,H6,1988,-84.246510,161.395620
26.1,H4,1988,-84.245550,161.402030
6.2,H5,1988,-84.245510,161.411240
5.1,L6,1988,-84.274510,161.407070
10.4,H5,1988,-84.245870,161.399830
4.9,H6,1988,-84.245480,161.417580
6.6,H6,1988,-84.245500,161.405450
53.4,H5,1988,-84.245540,161.415820
18.8,H6,1988,-84.246610,161.385840
3.4,H5,1988,-84.245670,161.428290
19.7,H5,1988,-84.246460,161.397730
4.4,H5,1988,-84.245450,161.410870
1.5,H5,1988,-84.275430,161.409620
3.7,H5,1988,-84.274810,161.408990
5.9,H5,1988,-84.246080,161.401950
2.9,H6,1988,-84.275420,161.411660
1,H5,1988,-84.274960,161.409150
1.5,H6,1988,-84.275750,161.411140
19.7,H5,1988,-84.242730,161.423970
32,H4,1988,-84.249070,161.383930
22.1,H5,1988,-84.251840,161.390130
35.1,H5,1988,-84.247860,161.376800
32.799999999999997,H5,1988,-84.262710,161.349840
21.1,H5,1988,-84.250870,161.417030
22,H4,1988,-84.250690,161.400780
29.1,H5,1988,-84.237500,161.434520
79.099999999999994,H4,1988,-84.247350,161.379440
74.2,L6,1988,-84.237920,161.460940
52.3,L6,1988,-84.237700,161.459100
26.4,H6,1988,-84.248280,161.379570
59.1,H5,1988,-84.250900,161.377790
23,H4,1988,-84.247930,161.378950
100.8,L6,1988,-84.249330,161.493680
14.9,L5,1988,-84.249500,161.493320
21.4,H5,1988,-84.239330,161.443840
20,H5,1988,-84.237040,161.437650
51.3,H5,1988,-84.242100,161.424620
103.8,H4,1988,-84.248570,161.367360
83.8,L6,1988,-84.242360,161.448640
55.4,L6,1988,-84.283600,161.332880
18.600000000000001,H6,1988,-84.246560,161.405630
34.700000000000003,H5,1988,-84.251250,161.383810
53,L6,1988,-84.283880,161.372130
17.5,H6,1988,-84.271620,161.361080
47.6,L5,1988,-84.287100,161.333890
45.5,L5,1988,-84.281790,161.392030
47.1,H6,1988,-84.283350,161.329490
35.4,L6,1988,-84.275320,161.359010
45.1,L6,1988,-84.271960,161.366000
43.8,L6,1988,-84.282890,161.385720
131.30000000000001,L6,1988,-84.282460,161.377480
32,H6,1988,-84.276040,161.371820
39.200000000000003,L5,1988,-84.282520,161.387310
37.5,H5,1988,-84.271790,161.364510
20.5,L5,1988,-84.279850,161.348940
45.1,L6,1988,-84.276900,161.354270
36.200000000000003,L6,1988,-84.271650,161.365110
48,H6,1988,-84.277920,161.342330
71.7,H6,1988,-84.280550,161.337780
69,H5,1988,-84.288170,161.367820
56,H5,1988,-84.233790,161.580930
36.4,H5,1988,-84.276430,161.393140
30.9,H5,1988,-84.248270,161.396490
21.3,L5,1988,-84.247960,161.416550
44,H5,1988,-84.250730,161.379560
34.4,H5,1988,-84.288130,161.374420
21.3,H5,1988,-84.247860,161.390210
30.5,L5,1988,-84.251100,161.436490
17.8,H5,1988,-84.251190,161.385190
60.9,L6,1988,-84.287490,161.376950
33.4,L6,1988,-84.246630,161.438120
47.5,H5,1988,-84.242970,161.523480
34.299999999999997,H5,1988,-84.247080,161.391100
76.5,H5,1988,-84.250540,161.386810
29.8,H6,1988,-84.249820,161.377300
13.1,L6,1988,-84.249820,161.423810
13.5,L6,1988,-84.242630,161.465270
37,H6,1988,-84.251010,161.405980
38.700000000000003,H5,1988,-84.251200,161.375980
5.2,L6,1988,-84.286290,161.347700
20.399999999999999,L5,1988,-84.284800,161.334380
5.4,L5,1988,-84.235110,161.461970
6.7,H6,1988,-84.282500,161.355950
4.3,H6,1988,-84.234060,161.436040
21,L6,1988,-84.232360,161.427370
9.800000000000001,L6,1988,-84.232200,161.447260
7.9,L6,1988,-84.234960,161.463420
3.9,L4,1988,-84.239300,161.471240
3.4,H6,1988,-84.235000,161.461280
8.800000000000001,H4,1988,-84.235530,161.440930
2.5,H6,1988,-84.235890,161.491760
6,LL6,1988,-84.237620,161.429810
12.8,H6,1988,-84.236150,161.495670
7.3,L6,1988,-84.234800,161.450850
9.1,H5,1988,-84.237970,161.426030
5.2,H6,1988,-84.234560,161.459900
4.3,H5,1988,-84.242630,161.479500
5.3,H6,1988,-84.237460,161.492970
9.800000000000001,H6,1988,-84.233200,161.445680
5.1,H6,1988,-84.236830,161.465120
12.7,H5,1988,-84.282060,161.344720
3.9,L5,1988,-84.234400,161.462980
6.3,L6,1988,-84.233500,161.447830
11.1,L4,1988,-84.234840,161.465940
10.5,H5,1988,-84.235640,161.422420
13.5,L6,1988,-84.234770,161.432810
4.2,H5,1988,-84.241010,161.455560
5.5,H6,1988,-84.238630,161.427610
3.8,H4,1988,-84.242310,161.459140
1.8,H6,1988,-84.237350,161.470980
20.399999999999999,H6,1988,-84.284080,161.349630
3.8,L6,1988,-84.242210,161.459570
4.6,H6,1988,-84.237350,161.504370
9.4,L5,1988,-84.239400,161.503430
21.9,H5,1988,-84.283320,161.339780
22.1,L6,1988,-84.283800,161.349720
6.4,H6,1988,-84.241830,161.454470
13.6,H5,1988,-84.276040,161.340380
16.5,H5,1988,-84.238970,161.423950
3.8,H5,1988,-84.232030,161.442990
16.8,H5,1988,-84.238090,161.420850
12.4,H6,1988,-84.234860,161.452070
2.7,L6,1988,-84.238010,161.501060
7.6,L5,1988,-84.242480,161.486980
9.300000000000001,H6,1988,-84.279040,161.427010
11.9,L6,1988,-84.286060,161.337970
3.1,L6,1988,-84.237720,161.483920
4.1,L6,1988,-84.236660,161.447290
6,H5,1988,-84.238730,161.480490
11.7,L6,1988,-84.235430,161.462740
8.9,H5,1988,-84.231830,161.458010
5.2,LL5,1988,-84.236540,161.440340
3.1,L6,1988,-84.284150,161.345790
11.6,L6,1988,-84.232490,161.437580
3.3,L6,1988,-84.237530,161.468050
8.1,H4,1988,-84.236410,161.451060
2.4,L6,1988,-84.242030,161.453860
3.9,L6,1988,-84.236740,161.470030
10,H5,1988,-84.231560,161.431320
3,L6,1988,-84.240550,161.463910
16,H5,1988,-84.236870,161.482690
19.8,H6,1988,-84.236300,161.421510
24.2,H5,1988,-84.238270,161.423470
4.5,H6,1988,-84.235060,161.460340
19.899999999999999,H6,1988,-84.235860,161.419520
11.6,H5,1988,-84.240910,161.458510
1.3,H6,1988,-84.242620,161.483440
3.8,H6,1988,-84.286520,161.345670
20,H6,1988,-84.239470,161.474610
1.4,L6,1988,-84.278340,161.423720
27,H5,1988,-84.238040,161.416330
86.1,H5,1988,-84.269080,161.361010
29.8,H6,1988,-84.269730,161.408010
57.5,H5,1988,-84.275370,161.339350
28.2,H4,1988,-84.270160,161.405410
30.2,L6,1988,-84.270230,161.368180
18.7,H6,1988,-84.288100,161.342460
52,L6,1988,-84.288480,161.376000
43.6,H6,1988,-84.288880,161.332650
20,L5,1988,-84.269470,161.402920
30.9,H5,1988,-84.270220,161.348740
32.9,L6,1988,-84.251460,161.377930
23.8,L5,1988,-84.264380,161.392860
32.1,H6,1988,-84.275190,161.403130
32,H4,1988,-84.277100,161.405200
20,H5,1988,-84.272560,161.404430
38.200000000000003,L5,1988,-84.276180,161.401510
34.1,L6,1988,-84.281930,161.339240
23.2,H6,1988,-84.266180,161.414930
30.3,H5,1988,-84.289500,161.328910
105.2,H5,1988,-84.266840,161.357400
70.3,H6,1988,-84.237220,161.460100
32.799999999999997,H5,1988,-84.239460,161.411440
53,H5,1988,-84.282660,161.341640
48.2,L6,1988,-84.236090,161.472940
41.6,H5,1988,-84.241240,161.490110
47,L6,1988,-84.234780,161.449810
48.5,H6,1988,-84.241030,161.491640
34.1,H5,1988,-84.238860,161.505950
30,L6,1988,-84.236180,161.455160
29.5,L6,1988,-84.272840,161.403350
23.9,H5,1988,-84.272990,161.404900
40.5,H5,1988,-84.285290,161.325880
40.4,H5,1988,-84.236630,161.448150
19,H5,1988,-84.290890,161.330990
25.6,H5,1988,-84.272170,161.402220
9.1,L6,1988,-84.283330,161.083330
26.7,H5,1988,-84.251460,161.384610
24.5,H6,1988,-84.235240,161.446330
22.7,H5,1988,-84.269810,161.404120
19.7,H5,1988,-84.273780,161.406890
28.1,H4,1988,-84.269940,161.407380
26.6,L6,1988,-84.268140,161.343620
19.100000000000001,H5,1988,-84.289410,161.336490
18.2,L6,1988,-84.269090,161.371300
17.7,H5,1988,-84.271050,161.407800
16.3,H6,1988,-84.274790,161.402480
13.1,L6,1988,-84.251990,161.410680
21.3,L6,1988,-84.269160,161.385690
11,H5,1988,-84.255490,161.388190
13.2,H5,1988,-84.253810,161.393490
8.699999999999999,H6,1988,-84.251000,161.405280
18.3,H5,1988,-84.270450,161.405090
9.199999999999999,L6,1988,-84.251330,161.387230
13.5,L6,1988,-84.274220,161.396330
14.5,H5,1988,-84.245850,161.400790
17.899999999999999,H6,1988,-84.252830,161.451700
18.3,H6,1988,-84.251470,161.389360
14.6,H6,1988,-84.254340,161.391920
16.7,H6,1988,-84.250820,161.406520
11.2,H4,1988,-84.251760,161.383440
4.4,H5,1988,-84.255820,161.405230
22.3,H6,1988,-84.251570,161.377150
33.200000000000003,H5,1988,-84.253160,161.454990
4,L5,1988,-84.239760,161.452380
6.6,H6,1988,-84.239300,161.456250
8.699999999999999,LL6,1988,-84.241460,161.474500
4.2,H5,1988,-84.242260,161.438060
13.2,L4,1988,-84.238470,161.433690
12.9,H6,1988,-84.240760,161.435940
7.9,LL6,1988,-84.237540,161.461540
3.9,H5,1988,-84.242030,161.443340
9.6,L5,1988,-84.237750,161.451470
11.4,H5,1988,-84.238400,161.431690
1.7,H5,1988,-84.243430,161.436640
4.1,H6,1988,-84.238380,161.456000
10.7,H4,1988,-84.238860,161.441050
10.7,H4,1988,-84.239630,161.444300
3.1,H6,1988,-84.242780,161.425910
7.3,H6,1988,-84.243530,161.442530
15.8,H5,1988,-84.240250,161.433940
3.8,L6,1988,-84.243480,161.446850
8.199999999999999,H4,1988,-84.237570,161.448260
15.7,H5,1988,-84.239710,161.437170
8.1,H5,1988,-84.236890,161.437160
3,H5,1988,-84.237230,161.438780
16.8,H5,1988,-84.236860,161.437950
6.1,L6,1988,-84.238240,161.463290
4,L6,1988,-84.242420,161.468730
7.5,H5,1988,-84.240710,161.442730
7,H6,1988,-84.238270,161.447720
3.9,H5,1988,-84.239860,161.437150
3.6,L5,1988,-84.243020,161.434790
3.6,H6,1988,-84.239060,161.438890
1.3,H5,1988,-84.235480,161.615520
3.8,H5,1988,-84.239030,161.463760
4.4,H5,1988,-84.237850,161.443660
5.6,H5,1988,-84.242320,161.431720
3.2,H5,1988,-84.241240,161.442080
24.2,H5,1988,-84.237820,161.464360
6.2,H5,1988,-84.243570,161.447530
11.3,H6,1988,-84.238320,161.436350
5.8,H6,1988,-84.245950,161.467060
7.3,H5,1988,-84.242060,161.440840
11.1,LL6,1988,-84.237340,161.447460
6.8,H5,1988,-84.242400,161.439130
21.7,H5,1988,-84.238570,161.442480
2,L6,1988,-84.238090,161.446350
5.8,H6,1988,-84.243490,161.440350
11.9,H5,1988,-84.239370,161.443690
5.5,L5,1988,-84.242550,161.434300
3.6,H6,1988,-84.237540,161.444350
8.1,L6,1988,-84.241380,161.441180
8.800000000000001,L6,1988,-84.237250,161.449130
4.6,H6,1988,-84.243900,161.436690
11.4,L6,1988,-84.242920,161.441120
6.5,H5,1988,-84.248190,161.385620
13.9,H5,1988,-84.287420,161.326540
12.7,H5,1988,-84.250770,161.375610
4.8,H5,1988,-84.250640,161.428430
14.7,H6,1988,-84.239640,161.473930
3.8,H6,1988,-84.236050,161.495200
6.6,H5,1988,-84.249170,161.383570
8.300000000000001,H5,1988,-84.246410,161.430010
4.2,H5,1988,-84.242770,161.488950
13.5,H6,1988,-84.281580,161.341220
6.7,H5,1988,-84.249910,161.383110
19,H5,1988,-84.246940,161.394560
11.9,H5,1988,-84.250910,161.385360
6.5,H5,1988,-84.248010,161.394050
10.7,H5,1988,-84.248540,161.429890
12.9,H6,1988,-84.249130,161.415990
9.9,H5,1988,-84.248240,161.393890
10.1,L5,1988,-84.250090,161.423830
6.5,H5,1988,-84.250720,161.387650
1.7,H5,1988,-84.250900,161.431480
25.2,H6,1988,-84.237190,161.451590
7.6,H6,1988,-84.250890,161.384030
10.3,H6,1988,-84.246950,161.418420
4.6,L6,1988,-84.248280,161.437770
4.3,H6,1988,-84.246520,161.442520
6.9,H6,1988,-84.247790,161.441230
4.6,L5,1988,-84.248060,161.412930
3.3,L6,1988,-84.246760,161.462620
5.2,L6,1988,-84.250830,161.378020
7.7,H5,1988,-84.248550,161.437700
11.2,H6,1988,-84.249090,161.383580
15.3,H6,1988,-84.249200,161.381010
8.4,H6,1988,-84.249150,161.404610
4.7,L6,1988,-84.241350,161.465290
5.4,H5,1988,-84.248290,161.393420
12.8,H6,1988,-84.248130,161.423590
3.3,L6,1988,-84.248400,161.458310
3.2,H5,1988,-84.235410,161.485370
5.1,L6,1988,-84.247850,161.395290
3.3,L6,1988,-84.248320,161.450390
3.3,L6,1988,-84.283330,161.083330
4.6,H6,1988,-84.247090,161.443780
9.699999999999999,H5,1988,-84.247490,161.464230
8.9,H5,1988,-84.249080,161.381430
14.5,H5,1988,-84.250330,161.380990
4.2,H5,1988,-84.247640,161.389510
