mass,recclass,year,reclat,reclong
4.6,H5,1988,-84.248200,161.387060
7.2,H6,1988,-84.249040,161.379140
4.9,H6,1988,-84.247620,161.427050
3.8,L4,1988,-84.248310,161.429640
7.2,H5,1988,-84.246950,161.445720
11.1,H5,1988,-84.249220,161.375850
11,L6,1988,-84.247210,161.430940
5,H5,1988,-84.247940,161.409630
4.5,H6,1988,-84.248280,161.460540
19.399999999999999,H5,1988,-84.247950,161.386730
5.8,L6,1988,-84.250270,161.388050
13.1,H6,1988,-84.247690,161.393570
3.3,H6,1988,-84.247740,161.436000
4,H6,1988,-84.248230,161.421960
12.2,H5,1988,-84.250640,161.387470
3,H5,1988,-84.251070,161.430090
9.699999999999999,H5,1988,-84.250550,161.385500
6.5,H5,1988,-84.249440,161.388020
3.3,LL6,1988,-84.251710,161.427450
3.3,H5,1988,-84.248340,161.395100
3.2,L6,1988,-84.246180,161.426440
13.5,H5,1988,-84.247600,161.391090
10.6,H5,1988,-84.247740,161.403900
26.2,H6,1988,-84.288760,161.335590
23.1,L6,1988,-84.290600,161.330300
14.5,H6,1988,-84.246830,161.395330
5.4,H5,1988,-84.246130,161.410650
3.2,L4,1988,-84.249260,161.441120
9.800000000000001,H6,1988,-84.250400,161.404090
9.199999999999999,H5,1988,-84.249740,161.404100
6.7,H5,1988,-84.246830,161.395320
7.6,LL6,1988,-84.249370,161.397390
7.5,H6,1988,-84.249100,161.432960
3.1,H6,1988,-84.250550,161.447030
25.3,H5,1988,-84.250660,161.407710
7.2,L6,1988,-84.246590,161.412310
8.699999999999999,H5,1988,-84.249770,161.398980
7.1,L5,1988,-84.236790,161.446870
8,L6,1988,-84.247470,161.375100
6.9,H6,1988,-84.249630,161.429260
14.4,L6,1988,-84.251340,161.426210
6.9,L6,1988,-84.250550,161.403140
17.100000000000001,H6,1988,-84.250990,161.458540
10.7,H5,1988,-84.246590,161.411870
2,L6,1988,-84.249170,161.456340
3.6,LL6,1988,-84.250320,161.444140
9.199999999999999,H5,1988,-84.263830,161.350110
2.9,L6,1988,-84.252270,161.467060
10.1,H6,1988,-84.251590,161.406300
5.9,H5,1988,-84.251910,161.410980
11.1,H6,1988,-84.250340,161.405740
7.4,H6,1988,-84.250480,161.402010
3.1,L6,1988,-84.247370,161.376120
11.3,L6,1988,-84.248920,161.369820
18.899999999999999,H6,1988,-84.239690,161.514380
18.399999999999999,H6,1988,-84.283790,161.327660
1.6,H6,1988,-84.238770,161.484280
15.1,H5,1988,-84.249060,161.409590
13.8,H5,1988,-84.250060,161.394790
4.9,H5,1988,-84.249550,161.385920
4.2,L6,1988,-84.286520,161.345670
8.6,H6,1988,-84.251470,161.382420
2.9,H5,1988,-84.253410,161.420770
2.5,H5,1988,-84.245200,161.445600
7.6,H5,1988,-84.252850,161.399520
6.7,H5,1988,-84.252030,161.403400
3.9,H6,1988,-84.253680,161.461500
8.699999999999999,L6,1988,-84.251150,161.371170
1.4,L6,1988,-84.245150,161.444190
4.1,L6,1988,-84.244470,161.431690
0.9,H5,1988,-84.244990,161.454770
3.1,H5,1988,-84.255090,161.407970
6.5,LL6,1988,-84.283330,161.083330
14.9,L6,1988,-84.253600,161.403180
10.6,L6,1988,-84.251020,161.370550
9.699999999999999,H5,1988,-84.251370,161.369520
3.4,LL6,1988,-84.255530,161.404320
3,H6,1988,-84.254390,161.387500
9.5,H6,1988,-84.246230,161.410180
2.7,H5,1988,-84.251240,161.449140
10.1,L6,1988,-84.247150,161.419380
6.1,H5,1988,-84.249580,161.383600
13.7,H5,1988,-84.250110,161.404980
3.4,H6,1988,-84.251000,161.438760
6.5,H5,1988,-84.246230,161.407610
5.9,H6,1988,-84.250610,161.407310
5.8,H5,1988,-84.248850,161.371860
6,H5,1988,-84.249370,161.396460
3.2,H6,1988,-84.249040,161.463630
9.199999999999999,H5,1988,-84.246600,161.407610
1.4,H6,1988,-84.250860,161.460480
6,H6,1988,-84.249680,161.403390
4.5,H5,1988,-84.246170,161.408780
4.3,H6,1988,-84.251150,161.457570
6.4,LL6,1988,-84.251910,161.430670
4.1,H5,1988,-84.247480,161.413560
10,H5,1988,-84.248490,161.382930
11,LL6,1988,-84.246930,161.407000
11.8,L4,1988,-84.251080,161.413540
2.7,L6,1988,-84.250220,161.405970
4.3,L6,1988,-84.250490,161.370130
5,H5,1988,-84.250760,161.418660
2.8,L6,1988,-84.252990,161.401730
8.5,H6,1988,-84.250830,161.413390
3.8,H5,1988,-84.273320,161.408000
10.6,H5,1988,-84.289750,161.336050
4.2,H5,1988,-84.269850,161.377070
6.2,H4,1988,-84.269120,161.388500
4.7,L6,1988,-84.268730,161.409630
12.3,L6,1988,-84.273670,161.387980
2.7,LL6,1988,-84.275510,161.400340
7,H6,1988,-84.269050,161.423760
2.8,H6,1988,-84.269590,161.416550
7,H5,1988,-84.268490,161.424880
1.5,H5,1988,-84.269390,161.395900
2.6,H5,1988,-84.270430,161.418020
4.3,H6,1988,-84.288030,161.340580
8.300000000000001,H5,1988,-84.269510,161.364540
8.9,L6,1988,-84.267350,161.365410
12.1,L5,1988,-84.268510,161.370630
14.7,H5,1988,-84.269790,161.378790
13,H6,1988,-84.269500,161.371710
5.1,H5,1988,-84.269950,161.377610
8.6,H5,1988,-84.267500,161.353950
2.7,H5,1988,-84.270130,161.422210
13.6,H5,1988,-84.268350,161.375850
11.7,H5,1988,-84.283330,161.083330
2.8,L4,1988,-84.252720,161.455590
7.7,H5,1988,-84.251490,161.388790
4.9,H5,1988,-84.251350,161.371680
6.8,H5,1988,-84.251680,161.408990
7.2,L6,1988,-84.253430,161.443290
4,H6,1988,-84.276890,161.408130
18.7,H5,1988,-84.271480,161.406330
1.1,H5,1988,-84.272710,161.413140
6.8,H5,1988,-84.270900,161.387280
3.4,L6,1988,-84.273440,161.414330
19.3,H5,1988,-84.272310,161.402620
3.1,L6,1988,-84.272570,161.379080
8.6,H5,1988,-84.270900,161.405800
6.9,H5,1988,-84.274830,161.394070
11.6,H5,1988,-84.273040,161.406430
14.5,L4,1988,-84.274640,161.426170
16.899999999999999,H5,1988,-84.271860,161.405620
20.100000000000001,H5,1988,-84.273320,161.402380
21.7,H6,1988,-84.270820,161.369400
20.100000000000001,H6,1988,-84.277280,161.404050
1.5,L6,1988,-84.272760,161.410930
5.8,L6,1988,-84.290840,161.338450
17.100000000000001,L6,1988,-84.271560,161.404800
9.4,H5,1988,-84.272180,161.371850
8.300000000000001,L6,1988,-84.264490,161.370110
7.2,H5,1988,-84.274700,161.391530
5.5,L6,1988,-84.273330,161.378530
6.4,L6,1988,-84.295260,161.322070
6.6,LL6,1988,-84.270760,161.369200
10.8,L6,1988,-84.267030,161.419120
4,H6,1988,-84.275900,161.406750
5.2,L6,1988,-84.275040,161.397970
12.9,H6,1988,-84.266490,161.411640
2.6,H5,1988,-84.271230,161.416380
7.3,H5,1988,-84.271880,161.399790
9.300000000000001,L6,1988,-84.292720,161.353190
6.7,H5,1988,-84.271450,161.366880
3.1,L6,1988,-84.276590,161.410700
2.8,L6,1988,-84.276830,161.406020
18.8,L6,1988,-84.277500,161.405260
23.6,H6,1988,-84.274840,161.417670
11.5,L6,1988,-84.266520,161.357240
6.9,L4,1988,-84.271350,161.412340
2.7,H5,1988,-84.272400,161.405490
1.3,H5,1988,-84.276170,161.412040
1.6,H5,1988,-84.276200,161.409700
27.2,H6,1988,-84.293820,161.322400
6.2,H5,1988,-84.278640,161.395640
9,H5,1988,-84.274900,161.384570
10.9,H4,1988,-84.285640,161.327310
15.7,L6,1988,-84.277310,161.406810
1.8,L6,1988,-84.276870,161.406040
6.7,H5,1988,-84.277200,161.400910
14.7,H6,1988,-84.272130,161.412300
5.2,L6,1988,-84.271050,161.386460
22,H6,1988,-84.273450,161.403290
20.399999999999999,H5,1988,-84.272220,161.404830
11.5,H6,1988,-84.278570,161.406070
15,H4,1988,-84.271030,161.368430
3.9,L6,1988,-84.276510,161.411500
16.2,H5,1988,-84.271740,161.404490
11.2,H4,1988,-84.274770,161.396510
2.7,LL6,1988,-84.271390,161.404380
7.9,H5,1988,-84.271770,161.401830
2.3,L6,1988,-84.276650,161.406030
13.4,LL6,1988,-84.278510,161.401180
3.9,H5,1988,-84.275290,161.379720
9.9,L5,1988,-84.272000,161.365170
18.3,H5,1988,-84.273880,161.360940
9.199999999999999,L6,1988,-84.231130,161.486750
10.199999999999999,L5,1988,-84.237120,161.594660
10.1,L5,1988,-84.233700,161.569430
12.4,H5,1988,-84.274400,161.365080
16.399999999999999,H5,1988,-84.276900,161.395630
7.1,L6,1988,-84.232130,161.517400
8.800000000000001,L5,1988,-84.272480,161.362600
22.9,H6,1988,-84.230550,161.559640
7.6,H5,1988,-84.282130,161.376880
9.800000000000001,H5,1988,-84.275170,161.376840
6,H5,1988,-84.233020,161.546700
7.1,H5,1988,-84.282940,161.376760
11.5,L6,1988,-84.276400,161.357680
10.9,H5,1988,-84.234050,161.543860
7.5,H6,1988,-84.271900,161.367340
7.7,L6,1988,-84.285520,161.359560
3.4,H5,1988,-84.232400,161.476890
3.8,L6,1988,-84.253380,161.514540
9.199999999999999,L5,1988,-84.278210,161.361180
5.5,H5,1988,-84.233050,161.546390
7.3,H5,1988,-84.285900,161.348600
6,H5,1988,-84.280930,161.367880
2.9,L6,1988,-84.271890,161.355990
10.1,L5,1988,-84.231980,161.513400
8,H6,1988,-84.271650,161.361250
3.2,H5,1988,-84.231630,161.509050
12.2,L6,1988,-84.279850,161.357660
6.6,L5,1988,-84.229970,161.553730
2.7,H5,1988,-84.284330,161.361730
8,H5,1988,-84.232380,161.553010
7.2,L6,1988,-84.287200,161.384480
10.199999999999999,L6,1988,-84.285060,161.379820
3.9,H6,1988,-84.231320,161.475840
3.1,L6,1988,-84.284340,161.363390
2.9,H6,1988,-84.234120,161.479190
27,H6,1988,-84.271970,161.359850
4.3,LL6,1988,-84.287380,161.342270
42.7,H6,1988,-84.279050,161.371690
6.8,LL6,1988,-84.287500,161.343640
18.3,H6,1988,-84.284330,161.387300
4.3,LL5,1988,-84.283990,161.364860
3.3,L6,1988,-84.235310,161.515370
11.9,L4,1988,-84.233640,161.489800
7.1,L5,1988,-84.235320,161.511840
13.2,L6,1988,-84.285370,161.386510
8.300000000000001,H5,1988,-84.280490,161.392610
18.7,H4,1988,-84.273650,161.362010
7.6,L6,1988,-84.233680,161.463150
8.6,H4,1988,-84.278430,161.351430
28.1,H5,1988,-84.283520,161.324260
22.5,L6,1988,-84.279970,161.380050
5.8,H5,1988,-84.272010,161.410560
3.1,H6,1988,-84.270450,161.392590
3.6,L6,1988,-84.233900,161.498710
18.8,H5,1988,-84.286220,161.375790
9,H5,1988,-84.232950,161.475520
4.2,H5,1988,-84.231120,161.463350
8.4,L6,1988,-84.234030,161.475910
16.3,H5,1988,-84.232360,161.522920
11.6,H6,1988,-84.231740,161.547520
4.8,L6,1988,-84.280110,161.363360
16.399999999999999,L5,1988,-84.234940,161.568800
3.9,L6,1988,-84.278630,161.372960
14.1,L6,1988,-84.250800,161.369390
44.3,H4,1988,-84.235560,161.448660
39.200000000000003,H4,1988,-84.244040,161.431240
10.7,H4,1988,-84.269880,161.401230
10.1,L6,1988,-84.253190,161.419330
6.8,LL5,1988,-84.253030,161.404160
57.5,L6,1988,-84.244660,161.425420
4,L6,1988,-84.231110,161.446130
2.6,H6,1988,-84.237410,161.493720
11.9,L6,1988,-84.252320,161.388080
2.7,LL6,1988,-84.240760,161.448660
285.89999999999998,L5,1993,-84.262650,161.449650
226.5,H5,1993,-84.272970,161.720790
116.6,H5,1993,-84.274110,161.680110
3.5,L6,1993,-84.289110,161.374150
80.8,L6,1993,-84.383660,162.080200
85.7,L6,1993,-84.273000,161.721060
37.700000000000003,H6,1993,-84.273990,161.680380
4,H6,1993,-84.273850,161.686480
29.6,H5,1993,-84.273980,161.680450
9.800000000000001,L5,1993,-84.265020,161.405540
11.1,H5,1993,-84.273950,161.684880
2.6,H6,1993,-84.273860,161.683590
1.1,H6,1993,-84.273850,161.683230
1,H6,1993,-84.273850,161.686480
19.2,H5,1993,-84.273900,161.684480
5.4,H6,1993,-84.273780,161.688790
6.8,H6,1993,-84.274020,161.679080
20.100000000000001,H5,1993,-84.273920,161.684760
0.5,H6,1993,-84.273720,161.684790
13.1,H6,1993,-84.273850,161.685500
7.7,H6,1993,-84.273880,161.685440
14.1,H6,1993,-84.274000,161.680620
7,H6,1993,-84.272330,161.412770
14.3,H6,1993,-84.273980,161.682860
14.2,H5,1993,-84.274080,161.678550
15.1,H6,1993,-84.273860,161.683970
0.4,H6,1993,-84.273860,161.684370
9,H6,1993,-84.273860,161.685630
6.1,H6,1993,-84.273860,161.687380
20.2,H6,1993,-84.273920,161.687630
6.2,H6,1993,-84.273830,161.684830
3.1,H6,1993,-84.273840,161.683930
4.9,H6,1993,-84.273860,161.683590
3.9,H6,1993,-84.233370,161.481760
10.9,H6,1993,-84.273940,161.684030
8.5,H6,1993,-84.273860,161.683570
12.5,L6,1993,-84.254080,161.393960
37.299999999999997,H5,1993,-84.273880,161.687110
14.8,H5,1993,-84.358110,161.245090
3.6,H6,1993,-84.273770,161.685440
2.9,H5,1993,-84.273750,161.689040
16.100000000000001,H5,1993,-84.273880,161.684680
4.1,H6,1993,-84.273720,161.689170
5,H5,1993,-84.273830,161.685730
2.6,H6,1993,-84.273940,161.683290
47.7,H5,1993,-84.273780,161.688790
8.4,H5,1993,-84.273860,161.684720
2.4,H6,1993,-84.273710,161.684860
1.2,H6,1993,-84.273780,161.685450
4.9,LL5,1993,-84.235430,161.439830
10.3,H5,1993,-84.273900,161.684720
3.3,H6,1993,-84.273870,161.685540
31.1,H5,1993,-84.273940,161.683290
4.4,H6,1993,-84.273840,161.683760
7.4,H6,1993,-84.273910,161.684280
5.9,H6,1993,-84.273750,161.685880
2.7,H6,1993,-84.272390,161.413070
3,H6,1993,-84.273860,161.683580
6.4,H6,1993,-84.261260,161.354650
8.4,H5,1993,-84.273960,161.682210
4.9,H6,1993,-84.273850,161.685140
6.6,H6,1993,-84.272040,161.407620
8.199999999999999,L5,1993,-84.259640,161.360120
14.8,L6,1993,-84.237000,161.511870
9,LL5,1993,-84.273840,161.684060
11.4,H6,1993,-84.273780,161.688880
4.4,H6,1993,-84.273790,161.685460
2.2,H6,1993,-84.273830,161.685820
22.6,H5,1993,-84.273860,161.684740
15,H6,1993,-84.265440,161.406270
3.2,H6,1993,-84.273910,161.684310
3.7,H5,1993,-84.273830,161.685730
1.7,H6,1993,-84.273660,161.686680
12.5,H5,1993,-84.273950,161.682040
8.699999999999999,L6,1993,-84.272590,161.414240
2.9,LL6,1993,-84.273820,161.684550
4.2,LL6,1993,-84.272330,161.410460
2.8,L6,1993,-84.276130,161.371970
1.4,L6,1993,-84.268990,161.395510
11.3,H5,1993,-84.267770,161.412720
36.700000000000003,H5,1993,-84.263090,161.393080
3.7,H6,1993,-84.267890,161.402980
12.7,L6,1993,-84.289280,161.370150
8.199999999999999,L6,1993,-84.243320,161.449000
5.6,H4,1993,-84.241690,161.479220
10.9,H5,1993,-84.242840,161.449990
3,H5,1993,-84.243570,161.453100
1,H5,1993,-84.273750,161.685300
61.7,LL6,1997,-84.266670,161.500000
148.19999999999999,H5,1997,-84.266670,161.500000
267.10000000000002,LL6,1997,-84.266670,161.500000
277.7,L6,1997,-84.266670,161.500000
235,L6,1997,-84.266670,161.500000
182.4,LL6,1997,-84.266670,161.500000
524.4,L6,1997,-84.266670,161.500000
660.7,L6,1997,-84.266670,161.500000
340.6,L5,1997,-84.266670,161.500000
288.5,L6,1997,-84.266670,161.500000
122,L6,1997,-84.266670,161.500000
171.9,L6,1997,-84.266670,161.500000
82.1,LL5,1997,-84.266670,161.500000
35,L6,1997,-84.266670,161.500000
24.3,H6,1997,-84.266670,161.500000
25.5,L5,1997,-84.266670,161.500000
28.5,H5,1997,-84.266670,161.500000
79.599999999999994,H5,1997,-84.266670,161.500000
5.8,H5,1997,-84.266670,161.500000
28.9,H6,1997,-84.266670,161.500000
22.7,H6,1997,-84.266670,161.500000
4.8,H5,1997,-84.266670,161.500000
5.7,H5,1997,-84.266670,161.500000
8.800000000000001,H5,1997,-84.266670,161.500000
8.800000000000001,L6,1999,-84.266670,161.500000
30.2,L6,1999,-84.266670,161.500000
4416,H4,1983,34.008330,-103.602780
2160,L5,1972,34.655000,-101.640000
1800,H5,1972,34.655000,-101.640000
4500,L6,1937,39.366670,-103.166670
21.4,L5,2001,34.386670,-112.028330
357,L4,1997,-24.138330,115.871670
4400,H6,1967,38.383330,-98.016670
2950,H5,1937,37.683330,-105.700000
19050,H6,1979,34.516670,-117.983330
824,L6,1944,34.150000,-101.300000
1315,H5,1918,36.583330,-100.200000
4300,H4,1965,34.259720,-101.408330
20676,H4,1971,41.500000,-91.479170
9000,L6,1994,-81.333330,152.833330
10172,H6,1994,-81.333330,152.833330
5086.1000000000004,L6,1994,-81.333330,152.833330
1554,L6,1994,-81.333330,152.833330
546.9,L6,1994,-81.333330,152.833330
229.4,L6,1994,-81.333330,152.833330
141.9,L6,1994,-81.333330,152.833330
564000,L6,1891,39.933330,-99.600000
3020,L6,1933,40.466670,-99.500000
53.89,H6,1992,-30.130000,127.382670
58,L5,1990,-30.535830,127.339670
5600,L6,1962,32.900000,-102.283330
611.9,L5,1941,41.033330,-102.883330
1000,H4,2006,-28.972500,-63.341111
94.5,H4,1978,34.812500,-106.791670
30750,L6,2010,-24.683330,-69.766670
25450,H5,2011,-24.683330,-69.766670
29300,H5,2011,-24.683330,-69.766670
230,H4,2009,-24.683330,-69.766670
1617,H5,2010,-24.683330,-69.766670
85,H5,2010,-24.683330,-69.766670
6800,H5,2011,-24.683330,-69.766670
300,L6,2011,-24.683330,-69.766670
7090,H6,2011,-24.683330,-69.766670
2016,H6,2011,-24.683330,-69.766670
565,L6,2011,-24.683330,-69.766670
308,L6,2010,-24.683330,-69.766670
263,H4,2010,-24.683330,-69.766670
8100,H4,2010,-24.683330,-69.766670
7090,L6,2011,-24.683330,-69.766670
11,L6,1931,37.650000,-105.733330
22,L5,1968,-34.450000,140.566670
2077,L5,1947,null,null
1457.8,L5,1938,33.600000,-101.733330
15.8,L6,1963,34.500000,-116.950000
7.5,H6,1963,34.500000,-116.950000
37.4,L6,1963,34.500000,-116.950000
3.1,L6,1963,34.500000,-116.950000
26.9,H4,1963,34.500000,-116.950000
2,H4,1964,34.500000,-116.950000
3,H4,1965,34.500000,-116.950000
6.4,H4,1965,34.500000,-116.950000
3.8,L6,1968,34.500000,-116.950000
1.2,H6,1968,34.500000,-116.950000
14,L5,1992,34.500000,-116.950000
3.4,L5,1998,34.501330,-116.964670
12.5,LL6,1998,34.509500,-116.955830
4.1,L5,1998,34.512500,-116.950830
12.8,L6,1999,34.500000,-116.950000
0.97,H6,2002,34.487930,-116.948800
3.91,L6,2002,34.488680,-116.949850
18.399999999999999,H6,2002,34.491800,-116.943000
3.92,H6,2002,34.493120,-116.946620
7.56,L6,2002,34.490950,-116.950380
2.71,L6,2003,34.495530,-116.947100
21,H4,2003,34.510870,-116.935450
5.6,L5,2003,34.500100,-116.942170
3.1,L6,2003,34.487150,-116.953370
5.21,L6,2004,34.492100,-116.943080
0.84,L6,2004,34.489750,-116.942770
2.17,L6,2004,34.485950,-116.963700
1.75,L4,2004,34.484570,-116.962550
106.22,L6,2004,34.484130,-116.960830
38.56,L6,2004,34.487000,-116.965120
10.32,L6,2004,34.487420,-116.973500
30.43,L6,2004,34.486130,-116.973900
2.29,H4,2004,34.486670,-116.958330
9.199999999999999,L6,2004,34.484720,-116.961070
6.85,H4,2005,34.487280,-116.958330
6,L5,2003,34.525000,-116.953330
13.15,L6,2005,34.486000,-116.972750
0.85,L6,2006,34.510920,-116.939620
2.6,L5,2007,34.489720,-116.981280
30.7,L5,2007,34.488230,-116.977970
12.7,H4,2007,34.480750,-116.978800
0.6,H5,2007,34.481480,-116.953250
3.93,L6,2007,34.488700,-116.978800
7.3,L5,2008,34.486620,-116.956400
43.1,L6,2010,34.483880,-116.950100
32.5,L5,2003,38.399180,-115.996700
6700,L6,1914,40.749720,-97.749720
100000,L6,1861,-27.000000,-70.000000
378,H5,1999,-21.300000,24.102800
2493.6999999999998,H5,2002,null,null
792.9,H5,2002,null,null
653.5,LL5,2002,null,null
410.4,LL5,2002,null,null
1762,L4,2002,null,null
730.9,H5,2002,null,null
624.79999999999995,H5,2002,null,null
739.5,L5,2002,null,null
205.63,LL6,2002,null,null
99.25,H6,2002,null,null
54.2,LL6,2002,-84.216670,160.500000
97.41,L5,2002,null,null
49.84,L5,2002,null,null
33.299999999999997,H5,2002,null,null
33.96,L5,2002,null,null
29.6,H5,2002,null,null
16.739999999999998,H6,2002,null,null
8.66,H5,2002,null,null
2.57,L5,2002,-84.216670,160.500000
3.12,H6,2002,-84.216670,160.500000
6.63,H5,2002,-84.216670,160.500000
6.8,H5,2002,-84.216670,160.500000
5.85,H5,2002,-84.216670,160.500000
8.779999999999999,H5,2002,-84.216670,160.500000
0.38,H6,2002,-84.216670,160.500000
1.76,H5,2002,-84.216670,160.500000
1.04,H6,2002,-84.216670,160.500000
2.53,H5,2002,-84.216670,160.500000
0.59,H4,2002,-84.216670,160.500000
4.03,H5,2002,-84.216670,160.500000
10.48,L4,2002,-84.216670,160.500000
17.559999999999999,H5,2002,-84.216670,160.500000
20.86,L6,2002,-84.216670,160.500000
6.02,H5,2002,-84.216670,160.500000
289.5,L5,2002,null,null
347.9,H5,2002,null,null
124.45,H5,2002,null,null
188.78,H5,2002,null,null
45.73,L4,2002,null,null
56.51,L4,2002,null,null
18.86,H4,2002,null,null
13.7,L5,2002,-84.216670,160.500000
19.84,LL5,2002,null,null
26.05,L6,2002,null,null
5.52,L6,2002,null,null
0.5,H4,2002,null,null
7.69,L4,2002,null,null
0.84,H6,2002,null,null
32.22,L5,2002,null,null
20.99,H5,2002,null,null
12.02,H5,2002,null,null
136.77000000000001,H5,2002,null,null
4.6,L5,2002,null,null
1.88,L5,2002,null,null
2.65,H5,2002,null,null
4.49,L5,2002,null,null
11.01,H5,2002,null,null
2.67,H5,2002,null,null
3.61,L4,2002,null,null
17.68,H5,2002,null,null
9.619999999999999,H4,2002,null,null
9.460000000000001,H6,2002,-84.216670,160.500000
3.54,LL5,2002,-84.216670,160.500000
2.38,H6,2002,-84.216670,160.500000
0.24,H6,2002,-84.216670,160.500000
0.22,LL6,2002,-84.216670,160.500000
3.02,H6,2002,-84.216670,160.500000
4.3,L5,2002,-84.216670,160.500000
0.2,H6,2002,-84.216670,160.500000
0.6,L5,2002,-84.216670,160.500000
1.1,L5,2002,-84.216670,160.500000
1.2,L5,2002,-84.216670,160.500000
54.5,L5,2002,-84.216670,160.500000
96.6,LL6,2002,-84.216670,160.500000
97.97,LL6,2002,null,null
75.599999999999994,H5,2002,null,null
158.07,H5,2002,null,null
137.94999999999999,LL5,2002,null,null
189.09,LL6,2002,null,null
47.49,LL6,2002,null,null
178.13,LL5,2002,null,null
377.7,H5,2002,null,null
34.299999999999997,L6,2002,null,null
87.24,LL5,2002,null,null
7.6,H6,2002,-84.216670,160.500000
6.7,LL5,2002,-84.216670,160.500000
0.2,H6,2002,-84.216670,160.500000
1.7,H5,2002,-84.216670,160.500000
1.5,H6,2002,-84.216670,160.500000
0.9,L5,2002,-84.216670,160.500000
3.95,H5,2002,null,null
5.76,H5,2002,null,null
20.420000000000002,H5,2002,null,null
0.4,H5,2002,null,null
0.69,H5,2002,null,null
11.18,H5,2002,null,null
8.039999999999999,L4,2002,null,null
14.4,L5,2002,null,null
92.13,H5,2002,null,null
14.13,L4,2002,null,null
9.99,H5,2002,null,null
